Employee_ID,Name,Working_Days,Target_Sales,Actual_Sales,Customer_Satisfaction_Score,Policy_Compliance,Low_Working_Days,Target_Not_Met,Low_Customer_Satisfaction,Non_Compliance_Reason,Month,Document_ID,File_Type,Upload_Timestamp,Chat_Log,Compliance_Flag_Probability,Flag_Confidence_Score,Workflow_Status
60,Usman Raza,19,10976,5893,3.9,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",March,401361,Word,2024-01-01 00:59:00,Request for policy exception,0.64,0.84,Flagged
61,Usman Sheikh,17,18140,12106,3.0,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",October,957419,PDF,2024-01-01 01:00:00,General inquiry,0.73,0.75,Resolved
62,Bilal Butt,21,17671,15826,3.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,553467,Word,2024-01-01 01:01:00,Client discussed privacy concerns,0.98,0.91,Resolved
63,Usman Malik,19,15123,5652,4.6,No,TRUE,TRUE,FALSE,"Low Working Days, Target Not Met",September,478571,PDF,2024-01-01 01:02:00,General inquiry,0.69,0.94,Reviewed
64,Hassan Iqbal,23,11588,4599,2.9,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",June,390187,Word,2024-01-01 01:03:00,Request for policy exception,0.54,0.96,Flagged
65,Fatima Chaudhry,21,13616,12792,4.8,Yes,FALSE,FALSE,FALSE,,September,971533,Excel,2024-01-01 01:04:00,Client discussed privacy concerns,0.56,0.74,Resolved
66,Zain Sheikh,16,11304,7637,2.7,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",March,341029,Excel,2024-01-01 01:05:00,Client discussed privacy concerns,0.6,1.0,Flagged
67,Aisha Iqbal,18,12345,14355,4.2,No,TRUE,FALSE,FALSE,Low Working Days,February,656162,Excel,2024-01-01 01:06:00,Client discussed privacy concerns,0.92,0.73,Reviewed
68,Maira Khan,23,17916,19989,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,July,766133,Word,2024-01-01 01:07:00,General inquiry,0.69,0.88,Reviewed
69,Sara Khan,26,12875,13290,4.2,Yes,FALSE,FALSE,FALSE,,February,588286,PDF,2024-01-01 01:08:00,General inquiry,0.61,0.78,Flagged
70,Ali Sheikh,28,14086,9599,3.3,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",June,208377,Excel,2024-01-01 01:09:00,General inquiry,0.72,0.94,Flagged
71,Aisha Chaudhry,16,11633,18342,4.8,No,TRUE,FALSE,FALSE,Low Working Days,October,594166,PDF,2024-01-01 01:10:00,General inquiry,0.67,0.97,Resolved
72,Aisha Iqbal,24,19662,17945,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,May,384745,PDF,2024-01-01 01:11:00,Client discussed privacy concerns,0.81,0.78,Resolved
73,Fatima Tariq,23,5597,14762,2.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,674526,PDF,2024-01-01 01:12:00,Client discussed privacy concerns,0.87,0.93,Flagged
74,Ali Tariq,24,8062,18312,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,February,117630,Word,2024-01-01 01:13:00,Request for policy exception,0.79,0.85,Flagged
75,Ali Khan,19,7336,11382,2.9,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",August,538695,PDF,2024-01-01 01:14:00,General inquiry,0.75,0.81,Flagged
76,Zain Khan,16,17880,12982,2.9,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",October,840694,Word,2024-01-01 01:15:00,Client discussed privacy concerns,0.83,0.89,Reviewed
77,Maira Tariq,18,14879,11707,3.2,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",May,155967,Word,2024-01-01 01:16:00,Client discussed privacy concerns,0.76,0.76,Flagged
78,Ali Malik,26,5572,21130,4.6,Yes,FALSE,FALSE,FALSE,,May,853966,Word,2024-01-01 01:17:00,General inquiry,0.91,0.94,Flagged
79,Ahmed Malik,29,12521,8633,3.5,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",October,487517,Word,2024-01-01 01:18:00,General inquiry,0.8,0.94,Resolved
80,Usman Chaudhry,26,11171,21304,4.0,Yes,FALSE,FALSE,FALSE,,April,393334,Word,2024-01-01 01:19:00,Request for policy exception,0.64,0.88,Flagged
81,Hassan Khan,21,12097,13269,3.2,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,March,850188,PDF,2024-01-01 01:20:00,Request for policy exception,0.68,0.83,Resolved
82,Bilal Chaudhry,26,7090,17778,2.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,February,458953,PDF,2024-01-01 01:21:00,Client discussed privacy concerns,0.58,0.87,Flagged
83,Bilal Raza,27,18992,11008,4.9,No,FALSE,TRUE,FALSE,Target Not Met,August,652164,Word,2024-01-01 01:22:00,General inquiry,0.79,0.95,Flagged
84,Maira Raza,22,11566,19523,3.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,May,593597,Word,2024-01-01 01:23:00,General inquiry,0.66,0.8,Flagged
85,Aisha Chaudhry,29,16861,7618,4.8,No,FALSE,TRUE,FALSE,Target Not Met,May,415916,PDF,2024-01-01 01:24:00,Client discussed privacy concerns,0.85,0.87,Flagged
86,Bilal Javed,17,17464,4272,2.6,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",September,855293,PDF,2024-01-01 01:25:00,Request for policy exception,0.95,0.72,Flagged
87,Ali Iqbal,28,9624,17007,2.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,December,165872,PDF,2024-01-01 01:26:00,Request for policy exception,0.85,0.86,Reviewed
88,Hassan Khan,15,6633,6547,4.6,No,TRUE,FALSE,FALSE,Low Working Days,April,443760,Word,2024-01-01 01:27:00,Client discussed privacy concerns,0.84,0.82,Reviewed
89,Hassan Javed,18,18253,7164,4.0,No,TRUE,TRUE,FALSE,"Low Working Days, Target Not Met",November,529053,PDF,2024-01-01 01:28:00,Request for policy exception,0.71,0.71,Reviewed
90,Ali Nadeem,16,6517,18414,2.6,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",July,913431,PDF,2024-01-01 01:29:00,Client discussed privacy concerns,0.98,0.73,Flagged
91,Aisha Malik,22,17485,18327,2.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,146239,Excel,2024-01-01 01:30:00,General inquiry,0.9,0.99,Reviewed
92,Zain Sheikh,18,15849,19576,4.4,No,TRUE,FALSE,FALSE,Low Working Days,September,939106,Word,2024-01-01 01:31:00,Client discussed privacy concerns,0.82,0.85,Flagged
93,Ali Butt,16,8648,4946,3.4,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",May,633970,Word,2024-01-01 01:32:00,Request for policy exception,0.68,0.84,Resolved
94,Aisha Iqbal,28,18140,18693,4.0,Yes,FALSE,FALSE,FALSE,,March,390515,PDF,2024-01-01 01:33:00,General inquiry,0.53,1.0,Flagged
95,Aisha Raza,20,16780,20890,3.0,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,July,276466,PDF,2024-01-01 01:34:00,General inquiry,0.63,0.96,Reviewed
96,Maira Javed,20,6537,19540,3.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,782938,Excel,2024-01-01 01:35:00,Request for policy exception,0.77,0.98,Resolved
97,Ahmed Khan,24,19357,10719,5.0,No,FALSE,TRUE,FALSE,Target Not Met,July,921368,PDF,2024-01-01 01:36:00,Request for policy exception,0.71,0.9,Flagged
98,Zain Chaudhry,18,18368,12435,2.7,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",April,580864,Excel,2024-01-01 01:37:00,General inquiry,0.96,0.98,Reviewed
99,Zain Iqbal,20,8137,15350,3.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,December,749413,PDF,2024-01-01 01:38:00,Client discussed privacy concerns,0.51,0.9,Flagged
100,Zain Chaudhry,27,11985,7590,4.5,No,FALSE,TRUE,FALSE,Target Not Met,May,773342,Excel,2024-01-01 01:39:00,Client discussed privacy concerns,0.87,0.77,Resolved
101,Aisha Raza,29,5097,14064,2.7,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,106530,Excel,2024-01-01 01:40:00,General inquiry,0.5,0.85,Flagged
102,Aisha Sheikh,16,16407,21576,3.2,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",May,506180,PDF,2024-01-01 01:41:00,Client discussed privacy concerns,0.95,0.73,Reviewed
103,Fatima Tariq,24,19191,21848,3.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,December,828308,PDF,2024-01-01 01:42:00,General inquiry,0.95,0.97,Resolved
104,Ahmed Chaudhry,26,17722,4390,3.4,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",August,589623,Word,2024-01-01 01:43:00,Request for policy exception,0.52,0.96,Resolved
105,Aisha Javed,16,17924,16668,3.4,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",June,826018,PDF,2024-01-01 01:44:00,Request for policy exception,0.98,0.81,Reviewed
106,Ahmed Khan,24,8750,15569,3.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,406679,PDF,2024-01-01 01:45:00,Request for policy exception,0.63,0.95,Resolved
107,Bilal Khan,28,16349,17029,3.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,May,531698,Excel,2024-01-01 01:46:00,General inquiry,0.76,0.95,Reviewed
108,Usman Sheikh,18,17875,17107,3.9,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",October,981103,PDF,2024-01-01 01:47:00,Client discussed privacy concerns,0.79,0.73,Reviewed
109,Zain Tariq,28,13535,6560,4.0,No,FALSE,TRUE,FALSE,Target Not Met,August,334320,PDF,2024-01-01 01:48:00,General inquiry,0.68,0.87,Flagged
110,Sara Raza,29,13174,9867,2.2,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",April,651450,PDF,2024-01-01 01:49:00,Client discussed privacy concerns,0.97,0.74,Resolved
111,Ahmed Tariq,30,13103,19284,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,839112,PDF,2024-01-01 01:50:00,Client discussed privacy concerns,0.93,0.86,Flagged
112,Bilal Khan,29,10413,5211,4.9,No,FALSE,TRUE,FALSE,Target Not Met,September,767335,Excel,2024-01-01 01:51:00,General inquiry,0.97,0.8,Flagged
113,Bilal Nadeem,22,19267,13121,3.6,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",April,376033,Excel,2024-01-01 01:52:00,General inquiry,0.93,0.82,Reviewed
114,Ali Khan,28,9666,5539,4.1,No,FALSE,TRUE,FALSE,Target Not Met,December,951520,Excel,2024-01-01 01:53:00,Request for policy exception,0.54,0.93,Resolved
115,Ali Javed,21,5610,21027,3.7,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,960588,PDF,2024-01-01 01:54:00,Client discussed privacy concerns,0.94,0.93,Reviewed
116,Fatima Javed,26,6727,12693,4.6,Yes,FALSE,FALSE,FALSE,,May,480054,Excel,2024-01-01 01:55:00,General inquiry,0.59,0.87,Resolved
117,Sara Javed,23,15482,12921,4.8,Yes,FALSE,FALSE,FALSE,,January,442667,Excel,2024-01-01 01:56:00,Client discussed privacy concerns,0.94,0.94,Flagged
118,Bilal Javed,28,6854,21667,2.6,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,493352,Excel,2024-01-01 01:57:00,General inquiry,0.84,0.81,Resolved
119,Fatima Malik,22,15800,14310,3.3,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,560788,Word,2024-01-01 01:58:00,General inquiry,0.95,0.96,Flagged
120,Hassan Malik,19,10055,16744,3.2,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",February,122988,PDF,2024-01-01 01:59:00,Client discussed privacy concerns,0.94,0.95,Reviewed
121,Maira Raza,30,15271,8386,3.2,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",September,737257,Word,2024-01-01 02:00:00,General inquiry,0.86,0.85,Resolved
122,Maira Nadeem,27,19726,21303,2.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,October,629430,Excel,2024-01-01 02:01:00,General inquiry,0.76,0.92,Reviewed
123,Hassan Tariq,16,7324,16242,4.4,No,TRUE,FALSE,FALSE,Low Working Days,August,875483,Excel,2024-01-01 02:02:00,General inquiry,0.93,0.72,Flagged
124,Fatima Chaudhry,29,17819,18257,2.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,901507,PDF,2024-01-01 02:03:00,Request for policy exception,0.78,0.94,Reviewed
125,Ahmed Chaudhry,19,14369,12947,3.6,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",June,543599,Word,2024-01-01 02:04:00,General inquiry,0.74,0.71,Resolved
126,Fatima Iqbal,22,19718,17946,4.0,Yes,FALSE,FALSE,FALSE,,December,739913,PDF,2024-01-01 02:05:00,Request for policy exception,0.55,0.71,Resolved
127,Aisha Malik,24,14283,9930,2.6,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",November,802308,PDF,2024-01-01 02:06:00,Client discussed privacy concerns,0.52,0.8,Resolved
128,Hassan Malik,23,19189,9402,4.7,No,FALSE,TRUE,FALSE,Target Not Met,February,923457,Word,2024-01-01 02:07:00,General inquiry,0.92,0.79,Resolved
129,Hassan Javed,26,18171,20017,4.5,Yes,FALSE,FALSE,FALSE,,June,651901,Word,2024-01-01 02:08:00,Client discussed privacy concerns,0.71,0.77,Flagged
130,Aisha Iqbal,26,19549,4507,3.4,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",November,143080,Excel,2024-01-01 02:09:00,General inquiry,0.6,0.72,Flagged
131,Usman Butt,26,10774,5436,3.2,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",January,495003,PDF,2024-01-01 02:10:00,Client discussed privacy concerns,0.62,0.95,Flagged
132,Sara Tariq,27,11519,15618,2.7,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,July,509466,Excel,2024-01-01 02:11:00,Request for policy exception,0.98,0.83,Resolved
133,Sara Javed,23,15983,12750,4.2,No,FALSE,TRUE,FALSE,Target Not Met,August,259988,Word,2024-01-01 02:12:00,Request for policy exception,0.98,0.88,Resolved
134,Usman Javed,27,19548,20122,2.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,485138,Word,2024-01-01 02:13:00,Client discussed privacy concerns,0.63,0.72,Reviewed
135,Maira Sheikh,29,19414,11354,4.0,No,FALSE,TRUE,FALSE,Target Not Met,August,495658,Excel,2024-01-01 02:14:00,General inquiry,0.82,0.78,Resolved
136,Bilal Javed,27,6749,15294,4.5,Yes,FALSE,FALSE,FALSE,,November,174403,Word,2024-01-01 02:15:00,General inquiry,0.53,0.93,Flagged
137,Bilal Sheikh,15,15867,17840,2.7,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",January,251603,Word,2024-01-01 02:16:00,Request for policy exception,0.83,0.98,Flagged
138,Ahmed Javed,23,19939,8399,4.6,No,FALSE,TRUE,FALSE,Target Not Met,July,306517,PDF,2024-01-01 02:17:00,Client discussed privacy concerns,0.73,0.91,Reviewed
139,Fatima Khan,21,5781,9037,2.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,October,840688,PDF,2024-01-01 02:18:00,General inquiry,0.64,0.74,Resolved
140,Usman Iqbal,23,12548,19848,4.7,Yes,FALSE,FALSE,FALSE,,May,850165,Word,2024-01-01 02:19:00,Request for policy exception,0.61,0.96,Flagged
141,Usman Malik,22,16240,7715,2.4,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",August,254778,PDF,2024-01-01 02:20:00,General inquiry,0.57,0.96,Resolved
142,Ali Sheikh,15,11823,18877,3.9,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",October,713035,Excel,2024-01-01 02:21:00,Request for policy exception,0.54,0.83,Resolved
